id	OP_meta_p	OP_dir_consistent	OP_mean_logFC	OP_meta_FDR
MMP7	0.118158975568272	TRUE	-0.0575854719088778	0.465371526213491
ZNF202	0.057001022334591	FALSE	0.0356999544196876	0.3563035238434
ZNF175	0.00552185093319452	FALSE	0.0970364801888221	0.14289526848422
CAMKK2	0.00183447236675086	FALSE	-0.00138079588295	0.0916347232008283
DND1	0.00230452120321149	FALSE	-0.324459376697863	0.102877818595335
SLC7A4	0.0447280701598966	FALSE	0.0599410048810575	0.328266399704251
KLHL1	0.0245852793077169	FALSE	-0.0231413820074948	0.261581910026705
RELB	0.100584925813785	FALSE	-0.102012871047915	0.437153113761024
BHLHE40	0.0524514028530991	FALSE	-0.0608535354081257	0.347162049761473
MARCH8	0.00751094732207808	TRUE	0.191670033675282	0.161300438797431
LPA	0.0656190727980678	FALSE	0.168746677890974	0.378270276031726
CCNB2	0.119785372269847	FALSE	-0.0988626813662525	0.467715680498553
KIT	0.0682340989047456	FALSE	0.0497286384399655	0.383782960059976
MFSD10	7.21095590084401e-05	FALSE	0.0787506227126595	0.0306838931770202
MEX3C	0.0174671387277576	TRUE	0.151444343852498	0.225857924140972
ZNF423	0.134702182804265	TRUE	-0.0474017695706275	0.488139357883529
APOC3	0.0511334882940839	TRUE	-0.105392471548949	0.345120609384891
TRIM28	0.000369670042877013	FALSE	0.0693869367909595	0.0454972172962296
HIST1H2BO	0.000255640945381989	TRUE	-0.18104545668404	0.0433824325877159
CYTL1	0.131006910888657	FALSE	-0.0482262038947607	0.483714543330017
ELAC1	0.11738133293503	TRUE	0.0561541024308592	0.465054833735256
TFE3	0.105952440706464	FALSE	-0.0566024474239472	0.44611761053494
TLX3	0.0392888396959565	FALSE	0.0478636764532065	0.314883337108893
PNPLA6	0.0698790047703889	FALSE	-0.0727912117265725	0.386931465496006
NFKB2	9.58468181194155e-05	FALSE	0.0336526136872185	0.0329335475956379
RFX2	0.0352317343468594	FALSE	-0.0403365315220532	0.301495107058277
PGC	0.0264745598314131	TRUE	-0.0896332099377624	0.269959562885246
SLC25A14	0.00027172569880356	TRUE	-0.131086266252886	0.0441717500099726
MAP3K8	0.135849721003155	FALSE	-0.0722764360845056	0.489136716266414
ALLC	0.0252962004305554	FALSE	0.0421932395184108	0.263391750855893
OR10H2	0.0174486512112298	TRUE	-0.200501274990814	0.225857924140972
FLOT1	0.0579159493633008	TRUE	-0.131959423334793	0.358707666060615
CSK	0.0437978379582923	FALSE	-0.0732441369256324	0.325292783149328
CCNJ	0.0258425088119537	TRUE	-0.0885815717700306	0.265905814354576
NRXN1	0.118144199580331	TRUE	-0.0818633910013068	0.465371526213491
PDE6H	0.119282696443425	FALSE	-0.0794833974012712	0.467052932024664
TRIP11	0.0963963982417299	TRUE	0.122223225776216	0.431797141918123
FZD1	0.0244438252759199	FALSE	-0.0248850620349724	0.260987320907397
GC	0.135113685842633	FALSE	-0.0381026094615588	0.488849420475306
IER3	0.0503165264684852	FALSE	-0.0595728539601585	0.342948264819582
SEPW1	0.108885196131425	TRUE	-0.0879268282974043	0.451921390532296
ZNF350	0.143343829620222	TRUE	0.0814324812770462	0.498085661632712
UQCR11	0.10926462706217	FALSE	-0.0605046424432916	0.452799135567336
ZNF155	0.0039005690041091	TRUE	0.106657452426049	0.123543441166461
CYB5B	0.0461392833607638	FALSE	0.131259724735632	0.334028893265042
SH3BP1	0.072863680191068	TRUE	-0.108660974329923	0.391511801015228
NUDT1	0.0650693625133003	TRUE	-0.0897225674814148	0.376595019437978
PLK3	0.0112017277519408	FALSE	-0.112149338999632	0.190715301770655
EIF5A	0.0320211215667087	TRUE	-0.172582419267855	0.293522633342692
FLRT3	0.00660335408335781	TRUE	0.100176328918169	0.154382333919988
ESRRA	0.0575975742002412	TRUE	-0.142232497035199	0.357862407592622
ZFP64	0.106547141907554	FALSE	0.0382894110641674	0.447191751798937
CLCN4	0.0922561963452865	TRUE	0.0935253026175967	0.424330155147084
ATP6V0B	0.0780332160835348	TRUE	-0.119070700303296	0.399827671564031
